cluster,rows,weight_sum,weight_share,pos_rate,lift
0,5897,10314301.780000001,0.037127271837868674,0.33080481090984715,5.175237871655242
7,3143,5653031.28,0.020348602699167356,0.30100723412236274,4.709073103827333
3,32046,57177859.129999995,0.20581692918305042,0.1035917717124223,1.6206295751366704
6,32576,57426908.739999995,0.2067134060138442,0.0918407359149104,1.436791845197992
5,8467,15301096.41,0.05507769483078925,0.04031088776075492,0.6306390539052849
1,34688,60172703.129999995,0.21659714384727657,0.01379453833421294,0.21580707067973826
2,21067,35742438.22,0.12865817272433605,0.0,0.0
4,21734,36020971.54,0.12966077886366736,0.0,0.0
